Temperature - (Celsius), Year, Statistics, Country, ISO3
26.3515, 1978, Apr Average, Venezuela, VEN
25.8251, 1978, May Average, Venezuela, VEN
24.5254, 1978, Jun Average, Venezuela, VEN
24.9036, 1978, Jul Average, Venezuela, VEN
24.4445, 1978, Aug Average, Venezuela, VEN
25.4981, 1978, Sep Average, Venezuela, VEN
25.5022, 1978, Oct Average, Venezuela, VEN
25.8234, 1978, Nov Average, Venezuela, VEN
24.9281, 1978, Dec Average, Venezuela, VEN
24.9552, 1979, Jan Average, Venezuela, VEN
25.8358, 1979, Feb Average, Venezuela, VEN
26.2655, 1979, Mar Average, Venezuela, VEN
26.1065, 1979, Apr Average, Venezuela, VEN
26.0083, 1979, May Average, Venezuela, VEN
24.9495, 1979, Jun Average, Venezuela, VEN
25.1214, 1979, Jul Average, Venezuela, VEN
25.4218, 1979, Aug Average, Venezuela, VEN
25.386, 1979, Sep Average, Venezuela, VEN
25.8042, 1979, Oct Average, Venezuela, VEN
26.0599, 1979, Nov Average, Venezuela, VEN
25.4764, 1979, Dec Average, Venezuela, VEN
25.4394, 1980, Jan Average, Venezuela, VEN
26.0418, 1980, Feb Average, Venezuela, VEN
26.5068, 1980, Mar Average, Venezuela, VEN
26.8712, 1980, Apr Average, Venezuela, VEN
26.2016, 1980, May Average, Venezuela, VEN
25.4271, 1980, Jun Average, Venezuela, VEN
25.0164, 1980, Jul Average, Venezuela, VEN
25.1118, 1980, Aug Average, Venezuela, VEN
25.6388, 1980, Sep Average, Venezuela, VEN
25.4931, 1980, Oct Average, Venezuela, VEN
25.3493, 1980, Nov Average, Venezuela, VEN
25.4454, 1980, Dec Average, Venezuela, VEN
25.6958, 1981, Jan Average, Venezuela, VEN
26.128, 1981, Feb Average, Venezuela, VEN
26.6893, 1981, Mar Average, Venezuela, VEN
25.6808, 1981, Apr Average, Venezuela, VEN
25.3841, 1981, May Average, Venezuela, VEN
24.6922, 1981, Jun Average, Venezuela, VEN
24.4109, 1981, Jul Average, Venezuela, VEN
24.7108, 1981, Aug Average, Venezuela, VEN
25.0039, 1981, Sep Average, Venezuela, VEN
25.5616, 1981, Oct Average, Venezuela, VEN
26.0253, 1981, Nov Average, Venezuela, VEN
25.8087, 1981, Dec Average, Venezuela, VEN
25.461, 1982, Jan Average, Venezuela, VEN
25.7524, 1982, Feb Average, Venezuela, VEN
26.0161, 1982, Mar Average, Venezuela, VEN
25.7224, 1982, Apr Average, Venezuela, VEN
25.4968, 1982, May Average, Venezuela, VEN
24.9286, 1982, Jun Average, Venezuela, VEN
24.5444, 1982, Jul Average, Venezuela, VEN
24.98, 1982, Aug Average, Venezuela, VEN
25.5033, 1982, Sep Average, Venezuela, VEN
25.4702, 1982, Oct Average, Venezuela, VEN
25.5796, 1982, Nov Average, Venezuela, VEN
25.3437, 1982, Dec Average, Venezuela, VEN
25.8323, 1983, Jan Average, Venezuela, VEN
26.3811, 1983, Feb Average, Venezuela, VEN
27.3388, 1983, Mar Average, Venezuela, VEN
26.6076, 1983, Apr Average, Venezuela, VEN
25.7925, 1983, May Average, Venezuela, VEN
25.3463, 1983, Jun Average, Venezuela, VEN
25.2022, 1983, Jul Average, Venezuela, VEN
25.3369, 1983, Aug Average, Venezuela, VEN
25.5505, 1983, Sep Average, Venezuela, VEN
25.6271, 1983, Oct Average, Venezuela, VEN
25.8936, 1983, Nov Average, Venezuela, VEN
25.1541, 1983, Dec Average, Venezuela, VEN
25.0491, 1984, Jan Average, Venezuela, VEN
25.7125, 1984, Feb Average, Venezuela, VEN
26.3963, 1984, Mar Average, Venezuela, VEN
26.5879, 1984, Apr Average, Venezuela, VEN
25.6595, 1984, May Average, Venezuela, VEN
24.938, 1984, Jun Average, Venezuela, VEN
24.2813, 1984, Jul Average, Venezuela, VEN
24.6576, 1984, Aug Average, Venezuela, VEN
24.6914, 1984, Sep Average, Venezuela, VEN
24.9412, 1984, Oct Average, Venezuela, VEN
25.0278, 1984, Nov Average, Venezuela, VEN
24.3557, 1984, Dec Average, Venezuela, VEN
24.6783, 1985, Jan Average, Venezuela, VEN
24.7893, 1985, Feb Average, Venezuela, VEN
25.7581, 1985, Mar Average, Venezuela, VEN
26.1818, 1985, Apr Average, Venezuela, VEN
25.4397, 1985, May Average, Venezuela, VEN
24.5231, 1985, Jun Average, Venezuela, VEN
24.4115, 1985, Jul Average, Venezuela, VEN
24.4302, 1985, Aug Average, Venezuela, VEN
25.0848, 1985, Sep Average, Venezuela, VEN
25.1708, 1985, Oct Average, Venezuela, VEN
24.8977, 1985, Nov Average, Venezuela, VEN
24.3901, 1985, Dec Average, Venezuela, VEN
24.8833, 1986, Jan Average, Venezuela, VEN
25.425, 1986, Feb Average, Venezuela, VEN
26.0428, 1986, Mar Average, Venezuela, VEN
26.4123, 1986, Apr Average, Venezuela, VEN
25.6556, 1986, May Average, Venezuela, VEN
24.6456, 1986, Jun Average, Venezuela, VEN
24.5271, 1986, Jul Average, Venezuela, VEN
25.2023, 1986, Aug Average, Venezuela, VEN
25.1562, 1986, Sep Average, Venezuela, VEN
25.0557, 1986, Oct Average, Venezuela, VEN
25.0796, 1986, Nov Average, Venezuela, VEN
24.8556, 1986, Dec Average, Venezuela, VEN
25.221, 1987, Jan Average, Venezuela, VEN
26.2458, 1987, Feb Average, Venezuela, VEN
27.0211, 1987, Mar Average, Venezuela, VEN
27.2013, 1987, Apr Average, Venezuela, VEN
25.9914, 1987, May Average, Venezuela, VEN
25.4592, 1987, Jun Average, Venezuela, VEN
25.2367, 1987, Jul Average, Venezuela, VEN
25.5095, 1987, Aug Average, Venezuela, VEN
25.892, 1987, Sep Average, Venezuela, VEN
26.095, 1987, Oct Average, Venezuela, VEN
26.2737, 1987, Nov Average, Venezuela, VEN
26.0523, 1987, Dec Average, Venezuela, VEN
25.5513, 1988, Jan Average, Venezuela, VEN
26.0377, 1988, Feb Average, Venezuela, VEN
26.7186, 1988, Mar Average, Venezuela, VEN
27.0508, 1988, Apr Average, Venezuela, VEN
26.6142, 1988, May Average, Venezuela, VEN
25.2618, 1988, Jun Average, Venezuela, VEN
24.7534, 1988, Jul Average, Venezuela, VEN
24.8857, 1988, Aug Average, Venezuela, VEN
25.2165, 1988, Sep Average, Venezuela, VEN
25.4173, 1988, Oct Average, Venezuela, VEN
25.1487, 1988, Nov Average, Venezuela, VEN
24.4898, 1988, Dec Average, Venezuela, VEN
24.4186, 1989, Jan Average, Venezuela, VEN
24.931, 1989, Feb Average, Venezuela, VEN
25.2526, 1989, Mar Average, Venezuela, VEN
25.7176, 1989, Apr Average, Venezuela, VEN
24.9472, 1989, May Average, Venezuela, VEN
24.3817, 1989, Jun Average, Venezuela, VEN
24.4706, 1989, Jul Average, Venezuela, VEN
25.3667, 1989, Aug Average, Venezuela, VEN
25.2719, 1989, Sep Average, Venezuela, VEN
25.2105, 1989, Oct Average, Venezuela, VEN
25.1712, 1989, Nov Average, Venezuela, VEN
24.9272, 1989, Dec Average, Venezuela, VEN
25.0779, 1990, Jan Average, Venezuela, VEN
25.5146, 1990, Feb Average, Venezuela, VEN
26.206, 1990, Mar Average, Venezuela, VEN
26.3344, 1990, Apr Average, Venezuela, VEN
25.6197, 1990, May Average, Venezuela, VEN
25.2254, 1990, Jun Average, Venezuela, VEN
24.8037, 1990, Jul Average, Venezuela, VEN
25.1064, 1990, Aug Average, Venezuela, VEN
25.8624, 1990, Sep Average, Venezuela, VEN
25.8405, 1990, Oct Average, Venezuela, VEN
25.9076, 1990, Nov Average, Venezuela, VEN
25.4198, 1990, Dec Average, Venezuela, VEN
25.3039, 1991, Jan Average, Venezuela, VEN
26.2428, 1991, Feb Average, Venezuela, VEN
26.356, 1991, Mar Average, Venezuela, VEN
26.2668, 1991, Apr Average, Venezuela, VEN
26.2324, 1991, May Average, Venezuela, VEN
25.4033, 1991, Jun Average, Venezuela, VEN
24.7722, 1991, Jul Average, Venezuela, VEN
24.6109, 1991, Aug Average, Venezuela, VEN
25.2038, 1991, Sep Average, Venezuela, VEN
25.2235, 1991, Oct Average, Venezuela, VEN
25.3882, 1991, Nov Average, Venezuela, VEN
24.7065, 1991, Dec Average, Venezuela, VEN
25.0708, 1992, Jan Average, Venezuela, VEN
25.8245, 1992, Feb Average, Venezuela, VEN
26.5486, 1992, Mar Average, Venezuela, VEN
26.654, 1992, Apr Average, Venezuela, VEN
25.7484, 1992, May Average, Venezuela, VEN
25.0465, 1992, Jun Average, Venezuela, VEN
24.6541, 1992, Jul Average, Venezuela, VEN
24.4472, 1992, Aug Average, Venezuela, VEN
24.9352, 1992, Sep Average, Venezuela, VEN
25.3199, 1992, Oct Average, Venezuela, VEN
25.2997, 1992, Nov Average, Venezuela, VEN
24.7799, 1992, Dec Average, Venezuela, VEN
24.9611, 1993, Jan Average, Venezuela, VEN
25.7059, 1993, Feb Average, Venezuela, VEN
25.9324, 1993, Mar Average, Venezuela, VEN
26.1377, 1993, Apr Average, Venezuela, VEN
25.3825, 1993, May Average, Venezuela, VEN
24.7993, 1993, Jun Average, Venezuela, VEN
24.702, 1993, Jul Average, Venezuela, VEN
25.1722, 1993, Aug Average, Venezuela, VEN
25.1457, 1993, Sep Average, Venezuela, VEN
25.8053, 1993, Oct Average, Venezuela, VEN
25.3926, 1993, Nov Average, Venezuela, VEN
25.245, 1993, Dec Average, Venezuela, VEN
25.1768, 1994, Jan Average, Venezuela, VEN
25.4306, 1994, Feb Average, Venezuela, VEN
26.0905, 1994, Mar Average, Venezuela, VEN
26.3028, 1994, Apr Average, Venezuela, VEN
25.7316, 1994, May Average, Venezuela, VEN
24.938, 1994, Jun Average, Venezuela, VEN
24.2835, 1994, Jul Average, Venezuela, VEN
24.7418, 1994, Aug Average, Venezuela, VEN
25.3216, 1994, Sep Average, Venezuela, VEN
25.3775, 1994, Oct Average, Venezuela, VEN
25.3243, 1994, Nov Average, Venezuela, VEN
24.9216, 1994, Dec Average, Venezuela, VEN
25.4674, 1995, Jan Average, Venezuela, VEN
26.0551, 1995, Feb Average, Venezuela, VEN
26.63, 1995, Mar Average, Venezuela, VEN
26.8783, 1995, Apr Average, Venezuela, VEN
26.3108, 1995, May Average, Venezuela, VEN
25.22, 1995, Jun Average, Venezuela, VEN
25.0002, 1995, Jul Average, Venezuela, VEN
25.0493, 1995, Aug Average, Venezuela, VEN
25.817, 1995, Sep Average, Venezuela, VEN
25.6174, 1995, Oct Average, Venezuela, VEN
25.5933, 1995, Nov Average, Venezuela, VEN
25.5743, 1995, Dec Average, Venezuela, VEN
25.4361, 1996, Jan Average, Venezuela, VEN
26.2265, 1996, Feb Average, Venezuela, VEN
26.608, 1996, Mar Average, Venezuela, VEN
26.7268, 1996, Apr Average, Venezuela, VEN
25.6664, 1996, May Average, Venezuela, VEN
24.6121, 1996, Jun Average, Venezuela, VEN
24.652, 1996, Jul Average, Venezuela, VEN
25.0533, 1996, Aug Average, Venezuela, VEN
25.5011, 1996, Sep Average, Venezuela, VEN
25.7505, 1996, Oct Average, Venezuela, VEN
25.5062, 1996, Nov Average, Venezuela, VEN
25.3303, 1996, Dec Average, Venezuela, VEN
25.1716, 1997, Jan Average, Venezuela, VEN
25.1837, 1997, Feb Average, Venezuela, VEN
25.7563, 1997, Mar Average, Venezuela, VEN
26.5401, 1997, Apr Average, Venezuela, VEN
25.9588, 1997, May Average, Venezuela, VEN
25.5363, 1997, Jun Average, Venezuela, VEN
25.0528, 1997, Jul Average, Venezuela, VEN
25.5097, 1997, Aug Average, Venezuela, VEN
26.0806, 1997, Sep Average, Venezuela, VEN
26.528, 1997, Oct Average, Venezuela, VEN
26.1991, 1997, Nov Average, Venezuela, VEN
25.8191, 1997, Dec Average, Venezuela, VEN
26.3178, 1998, Jan Average, Venezuela, VEN
27.0064, 1998, Feb Average, Venezuela, VEN
27.6464, 1998, Mar Average, Venezuela, VEN
27.4005, 1998, Apr Average, Venezuela, VEN
26.3985, 1998, May Average, Venezuela, VEN
25.3894, 1998, Jun Average, Venezuela, VEN
25.4726, 1998, Jul Average, Venezuela, VEN
26.1133, 1998, Aug Average, Venezuela, VEN
26.0652, 1998, Sep Average, Venezuela, VEN
26.0391, 1998, Oct Average, Venezuela, VEN
25.7583, 1998, Nov Average, Venezuela, VEN
25.5637, 1998, Dec Average, Venezuela, VEN
25.2909, 1999, Jan Average, Venezuela, VEN
25.4665, 1999, Feb Average, Venezuela, VEN
26.2324, 1999, Mar Average, Venezuela, VEN
25.794, 1999, Apr Average, Venezuela, VEN
26.0935, 1999, May Average, Venezuela, VEN
25.2415, 1999, Jun Average, Venezuela, VEN
24.8322, 1999, Jul Average, Venezuela, VEN
24.8617, 1999, Aug Average, Venezuela, VEN
25.3331, 1999, Sep Average, Venezuela, VEN
25.3528, 1999, Oct Average, Venezuela, VEN
25.9459, 1999, Nov Average, Venezuela, VEN
25.3951, 1999, Dec Average, Venezuela, VEN
25.1017, 2000, Jan Average, Venezuela, VEN
25.2935, 2000, Feb Average, Venezuela, VEN
25.6776, 2000, Mar Average, Venezuela, VEN
26.1723, 2000, Apr Average, Venezuela, VEN
25.8517, 2000, May Average, Venezuela, VEN
25.0443, 2000, Jun Average, Venezuela, VEN
24.9719, 2000, Jul Average, Venezuela, VEN
25.3913, 2000, Aug Average, Venezuela, VEN
25.2648, 2000, Sep Average, Venezuela, VEN
25.806, 2000, Oct Average, Venezuela, VEN
25.5962, 2000, Nov Average, Venezuela, VEN
25.305, 2000, Dec Average, Venezuela, VEN
25.3533, 2001, Jan Average, Venezuela, VEN
25.7096, 2001, Feb Average, Venezuela, VEN
26.5628, 2001, Mar Average, Venezuela, VEN
26.5631, 2001, Apr Average, Venezuela, VEN
26.5363, 2001, May Average, Venezuela, VEN
25.2335, 2001, Jun Average, Venezuela, VEN
25.3884, 2001, Jul Average, Venezuela, VEN
25.8074, 2001, Aug Average, Venezuela, VEN
25.6945, 2001, Sep Average, Venezuela, VEN
26.1246, 2001, Oct Average, Venezuela, VEN
26.2474, 2001, Nov Average, Venezuela, VEN
26.3069, 2001, Dec Average, Venezuela, VEN
25.9383, 2002, Jan Average, Venezuela, VEN
26.367, 2002, Feb Average, Venezuela, VEN
26.5402, 2002, Mar Average, Venezuela, VEN
26.2807, 2002, Apr Average, Venezuela, VEN
25.8798, 2002, May Average, Venezuela, VEN
24.8452, 2002, Jun Average, Venezuela, VEN
25.3252, 2002, Jul Average, Venezuela, VEN
25.6516, 2002, Aug Average, Venezuela, VEN
26.1268, 2002, Sep Average, Venezuela, VEN
26.3993, 2002, Oct Average, Venezuela, VEN
25.8234, 2002, Nov Average, Venezuela, VEN
25.8236, 2002, Dec Average, Venezuela, VEN
26.6796, 2003, Jan Average, Venezuela, VEN
26.7827, 2003, Feb Average, Venezuela, VEN
27.355, 2003, Mar Average, Venezuela, VEN
27.3793, 2003, Apr Average, Venezuela, VEN
26.222, 2003, May Average, Venezuela, VEN
25.4299, 2003, Jun Average, Venezuela, VEN
25.0136, 2003, Jul Average, Venezuela, VEN
25.7441, 2003, Aug Average, Venezuela, VEN
25.8731, 2003, Sep Average, Venezuela, VEN
26.2981, 2003, Oct Average, Venezuela, VEN
26.4261, 2003, Nov Average, Venezuela, VEN
26.0401, 2003, Dec Average, Venezuela, VEN
25.9411, 2004, Jan Average, Venezuela, VEN
26.246, 2004, Feb Average, Venezuela, VEN
26.9447, 2004, Mar Average, Venezuela, VEN
26.9695, 2004, Apr Average, Venezuela, VEN
25.805, 2004, May Average, Venezuela, VEN
25.0785, 2004, Jun Average, Venezuela, VEN
24.8195, 2004, Jul Average, Venezuela, VEN
25.1767, 2004, Aug Average, Venezuela, VEN
25.74, 2004, Sep Average, Venezuela, VEN
26.1357, 2004, Oct Average, Venezuela, VEN
25.9638, 2004, Nov Average, Venezuela, VEN
25.8753, 2004, Dec Average, Venezuela, VEN
25.9011, 2005, Jan Average, Venezuela, VEN
26.2997, 2005, Feb Average, Venezuela, VEN
27.3573, 2005, Mar Average, Venezuela, VEN
26.9613, 2005, Apr Average, Venezuela, VEN
26.2342, 2005, May Average, Venezuela, VEN
25.7114, 2005, Jun Average, Venezuela, VEN
25.2076, 2005, Jul Average, Venezuela, VEN
25.5606, 2005, Aug Average, Venezuela, VEN
26.0955, 2005, Sep Average, Venezuela, VEN
26.2384, 2005, Oct Average, Venezuela, VEN
25.8561, 2005, Nov Average, Venezuela, VEN
25.2508, 2005, Dec Average, Venezuela, VEN
25.4384, 2006, Jan Average, Venezuela, VEN
25.8271, 2006, Feb Average, Venezuela, VEN
26.3736, 2006, Mar Average, Venezuela, VEN
26.5992, 2006, Apr Average, Venezuela, VEN
25.8154, 2006, May Average, Venezuela, VEN
25.417, 2006, Jun Average, Venezuela, VEN
25.176, 2006, Jul Average, Venezuela, VEN
25.7824, 2006, Aug Average, Venezuela, VEN
26.3498, 2006, Sep Average, Venezuela, VEN
26.3832, 2006, Oct Average, Venezuela, VEN
26.1084, 2006, Nov Average, Venezuela, VEN
26.086, 2006, Dec Average, Venezuela, VEN
26.2065, 2007, Jan Average, Venezuela, VEN
26.4049, 2007, Feb Average, Venezuela, VEN
26.9511, 2007, Mar Average, Venezuela, VEN
26.8249, 2007, Apr Average, Venezuela, VEN
26.5793, 2007, May Average, Venezuela, VEN
25.279, 2007, Jun Average, Venezuela, VEN
25.1601, 2007, Jul Average, Venezuela, VEN
25.184, 2007, Aug Average, Venezuela, VEN
25.3821, 2007, Sep Average, Venezuela, VEN
25.6372, 2007, Oct Average, Venezuela, VEN
25.9667, 2007, Nov Average, Venezuela, VEN
25.3736, 2007, Dec Average, Venezuela, VEN
25.4067, 2008, Jan Average, Venezuela, VEN
25.6567, 2008, Feb Average, Venezuela, VEN
26.2122, 2008, Mar Average, Venezuela, VEN
26.5517, 2008, Apr Average, Venezuela, VEN
25.8462, 2008, May Average, Venezuela, VEN
25.6759, 2008, Jun Average, Venezuela, VEN
25.1624, 2008, Jul Average, Venezuela, VEN
25.5165, 2008, Aug Average, Venezuela, VEN
26.0197, 2008, Sep Average, Venezuela, VEN
25.6452, 2008, Oct Average, Venezuela, VEN
26.0119, 2008, Nov Average, Venezuela, VEN
25.2111, 2008, Dec Average, Venezuela, VEN
25.6048, 2009, Jan Average, Venezuela, VEN
25.797, 2009, Feb Average, Venezuela, VEN
26.1815, 2009, Mar Average, Venezuela, VEN
26.6565, 2009, Apr Average, Venezuela, VEN
26.5798, 2009, May Average, Venezuela, VEN
25.7407, 2009, Jun Average, Venezuela, VEN
25.4882, 2009, Jul Average, Venezuela, VEN
25.9066, 2009, Aug Average, Venezuela, VEN
26.1955, 2009, Sep Average, Venezuela, VEN
26.2913, 2009, Oct Average, Venezuela, VEN
26.6418, 2009, Nov Average, Venezuela, VEN
26.4458, 2009, Dec Average, Venezuela, VEN
26.4977, 2010, Jan Average, Venezuela, VEN
27.0162, 2010, Feb Average, Venezuela, VEN
27.9478, 2010, Mar Average, Venezuela, VEN
26.9558, 2010, Apr Average, Venezuela, VEN
26.6668, 2010, May Average, Venezuela, VEN
26.0566, 2010, Jun Average, Venezuela, VEN
25.388, 2010, Jul Average, Venezuela, VEN
25.6771, 2010, Aug Average, Venezuela, VEN
25.8214, 2010, Sep Average, Venezuela, VEN
26.3801, 2010, Oct Average, Venezuela, VEN
26.0088, 2010, Nov Average, Venezuela, VEN
25.5825, 2010, Dec Average, Venezuela, VEN
25.6789, 2011, Jan Average, Venezuela, VEN
26.0253, 2011, Feb Average, Venezuela, VEN
25.8969, 2011, Mar Average, Venezuela, VEN
26.0411, 2011, Apr Average, Venezuela, VEN
25.8762, 2011, May Average, Venezuela, VEN
25.5685, 2011, Jun Average, Venezuela, VEN
25.4594, 2011, Jul Average, Venezuela, VEN
26.1642, 2011, Aug Average, Venezuela, VEN
26.1635, 2011, Sep Average, Venezuela, VEN
25.787, 2011, Oct Average, Venezuela, VEN
25.8346, 2011, Nov Average, Venezuela, VEN
25.7516, 2011, Dec Average, Venezuela, VEN
25.6651, 2012, Jan Average, Venezuela, VEN
25.7926, 2012, Feb Average, Venezuela, VEN
26.043, 2012, Mar Average, Venezuela, VEN
26.0688, 2012, Apr Average, Venezuela, VEN
25.5502, 2012, May Average, Venezuela, VEN
25.3539, 2012, Jun Average, Venezuela, VEN
25.2171, 2012, Jul Average, Venezuela, VEN
25.3058, 2012, Aug Average, Venezuela, VEN
25.6499, 2012, Sep Average, Venezuela, VEN
26.1375, 2012, Oct Average, Venezuela, VEN
26.433, 2012, Nov Average, Venezuela, VEN
25.9617, 2012, Dec Average, Venezuela, VEN
25.9962, 2013, Jan Average, Venezuela, VEN
26.1144, 2013, Feb Average, Venezuela, VEN
27.1409, 2013, Mar Average, Venezuela, VEN
26.6167, 2013, Apr Average, Venezuela, VEN
25.8999, 2013, May Average, Venezuela, VEN
25.2931, 2013, Jun Average, Venezuela, VEN
25.2994, 2013, Jul Average, Venezuela, VEN
25.3057, 2013, Aug Average, Venezuela, VEN
26.0836, 2013, Sep Average, Venezuela, VEN
25.9698, 2013, Oct Average, Venezuela, VEN
25.8316, 2013, Nov Average, Venezuela, VEN
25.5186, 2013, Dec Average, Venezuela, VEN
25.639, 2014, Jan Average, Venezuela, VEN
26.3359, 2014, Feb Average, Venezuela, VEN
26.9757, 2014, Mar Average, Venezuela, VEN
26.7148, 2014, Apr Average, Venezuela, VEN
26.4188, 2014, May Average, Venezuela, VEN
25.9265, 2014, Jun Average, Venezuela, VEN
25.6948, 2014, Jul Average, Venezuela, VEN
25.3952, 2014, Aug Average, Venezuela, VEN
25.9363, 2014, Sep Average, Venezuela, VEN
25.7419, 2014, Oct Average, Venezuela, VEN
25.8315, 2014, Nov Average, Venezuela, VEN
25.7349, 2014, Dec Average, Venezuela, VEN
26.0164, 2015, Jan Average, Venezuela, VEN
26.5025, 2015, Feb Average, Venezuela, VEN
26.6887, 2015, Mar Average, Venezuela, VEN
26.8584, 2015, Apr Average, Venezuela, VEN
26.3636, 2015, May Average, Venezuela, VEN
25.9494, 2015, Jun Average, Venezuela, VEN
25.6369, 2015, Jul Average, Venezuela, VEN
26.1476, 2015, Aug Average, Venezuela, VEN
26.8522, 2015, Sep Average, Venezuela, VEN
27.0908, 2015, Oct Average, Venezuela, VEN
26.5038, 2015, Nov Average, Venezuela, VEN
26.6478, 2015, Dec Average, Venezuela, VEN
26.8477, 2016, Jan Average, Venezuela, VEN
26.7253, 2016, Feb Average, Venezuela, VEN
27.144, 2016, Mar Average, Venezuela, VEN
27.3357, 2016, Apr Average, Venezuela, VEN
26.5549, 2016, May Average, Venezuela, VEN
25.8442, 2016, Jun Average, Venezuela, VEN
25.937, 2016, Jul Average, Venezuela, VEN
26.0948, 2016, Aug Average, Venezuela, VEN
26.2209, 2016, Sep Average, Venezuela, VEN
26.6285, 2016, Oct Average, Venezuela, VEN
26.2768, 2016, Nov Average, Venezuela, VEN
26.1286, 2016, Dec Average, Venezuela, VEN
